subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,Backpacking in Southeast Asia,continuation...,99,"Last night ko sa Luang Prabang kagabi kaya nilubos na namin ang pagsasaya. Nung night before kasi nun birthday ko kaya di ako sumama sa biking and trekking tour diba kasi sabi sa ating mga pinoy pag birthday wag masyado gumawa ng delikado baka madisgrasya. Ayun pinabayaan ko na lang yung kasama ko na magbiking ako sinamahan ko na lang magtour sa city yung British girl na kaibigan ko na. Nagputa kami dun sa Kuangsi Falls na parang Daranak Falls din naman kung titingnan mo pero aliw na aliw ang mga puti na turista magswimming ng mga nakabikini at trunks lang.. hehehhee... After namin dun nagrest muna ko tapos nagdinner kami sinama namin yung friend namin na Amerikano from NY pero Italian heritage nya tapos nadaanan namin yung Indian-Brit sa kalsada ayun kumain ulit kami dun sa may kanal na buffet. Tapos tama naman andun *** mga Swiss boys na nakasabay namin sa Bangka galing Chiang Khong. Yung isa sa mga Swiss na un nakausap ko sabi nya 1 year na sya nagtatravel binenta daw nya lahat ng properties nya sa Switzerland para magtravel around the world. May 8 months pa daw sya bago bumalik sa Switzerland pero bahala na daw pano sya magstart ulit pagbalik nya. Balik sa kwento... So after dinner niyaya kami nitong mga Swiss sa Hive bar. Para lang syang Phi Bar or Aruba Bar sa Metrowalk pero ok na din. Dahil nga birthday ko nun, putcha lahat ng nakakalam na birthday ko binibilan ako ng isang bote ng Beerlao! Tapos yung isang Australian na kasama nung mga Swiss sa sobrang kalasingan bili sya ng bili ng shots ng Lao Lao *** whisky ng Laos tapos pinapashot ako, syempre di naman ako makatanggi.. Nagkataon naman meron ding isang may birthday dun Canadian naman sya kaya at least dalawa kami naghahati sa shots! hehehehe... Saya kasi parang random lang lahat ng pangyayari. Tapos hanggang 11pm lang *** bar pero may bowling alley dun sa LUang Prabang na hanggang 2am ang bukas... dun talaga ko nagtaka hehehe.. buti pa sila sa bayan nga namin kahit may Shopwise na wala pang 10pin bowling eh. Hahahaha... Anyways, sa sobrang kalasingan ko di ko alam kung tama *** mga email na nabigay ko sa kanila. bahala sila magsearch. pero *** mga email naman nila gumana kasi nahanap ko sa facebook. hehehehe.. The next day ganun ulit activities pero nagvisit ako ng mga temples di lang ako nakapagsimba kasi walang catholic church dito e. Kanina pumunta na *** sa Van Vieng pero the night before bumili na *** ng VIP ticket, sabi may luch daw saka magandang bus. TApos nagpaservice kami ng tuktuk para pickup *** sa guest house. Pagdating namin sa bus stop, wala na daw seats. Galit na galit *** mga puti kong kasama hehehe. Nagdeman ng refund. So suggestion lang pag aalis kayo ng Luang Prabang papuntang Vientiane or Van Vieng, wag na kayo pabook ng bus, first come first serve lang dun sa bus station. Kaya ayun ang nangyari umupa kami ng mini van parang Besta nagusap na lang kming mga nawalan ng upuan na kunin namin *** isang van. Malapit lang naman sa opposite lang ng bus station. Papuntang Van Vieng sobrang ganda ng view... Para din syang bundok na makikita mo sa Quezon Province pag pupunta ka Bicol pero madami lang cliffs at mga limestone formation. Mas maganda din kasi nde exploited ang mga bundok nila.. Sobrang green at ang fresh ng hangin.. Ayun sa dami ng zigzag pagod na pagod kami pero sulit naman kasi may mga stops naman para kumain. Ngayon eto na *** sa Van Vieng, pagdating dito hanap ng murang guest house, $4 *** nakuha namin per room na 2 single beds so split kami nung friend ko tig $2 ***. Sumama na din samin sa same guest house *** mga kasabay naming Isaraeli dalawang babae so mas masaya... Pagkaligo namin knina bigla naman umulan so di muna kami makalabas kaya naglaro muna kami ng cards sa common area. Tapos ayun nagdinner *** dito sa restaurant sa kanto. Ayos *** mga restaurant dito nakahiga kayo may unan pa pero ang palabas lang nila mga reruns ng FRIENDS hehehehe... Subtitled so iniiisip ko baka pirated copy! Hehehe.. Yung 2 restaurant na magkatapat pareho FRIENDS palabas... Mukhang *****. Ayun iniwan ko na muna sila at tumawid ako ng kalsada *** maginternet. At eto na ko ngayon... bye bye na ulit... Hayyy sarap magtagalog!!! English kasi ako ng english dito eh... Hehehe.. Nga pala. Kapag makikipag usap kayo sa mga locals it's better kung gamitan nyo ng English Carabao...Minsan ako ang nakikpagusap para maintindihan kasi nde marunong magenglish carabao tong mga kasama ko.. For example gusto nyo itanong: ""How much is the tuktuk going to the city?"" sabihin nyo... ""Tuktuk.. City... How much?"" Hahahaha!!! Bye bye!!! Next time ulit pag may experience na dito.. Ok daw *** tubing eh so masubukan bukas... Hehehe...",22-Jul-07,cool_egg,0.05,205,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,100,sobrang astig ng kwento mo cool_egg! keep it coming! i can imagine myself doing those things dahil sa galing ng narration mo. thanks!,22-Jul-07,mac326,0.51,"3,205",,,,,
Travel and Leisure,Backpacking in Southeast Asia,...continuation ng Laos backpacking ko..,101,"Kanina medyo late na kami nagising. Puyat kasi ng konti eh. Pero nagbreakfast kami mga 9am na tapos bacon and sausage naman kinain ko. Gusto ko sana ng Lao food kaso etong kasama ko ang arte ayaw na daw nya ng local food. Mga 10 am nagkita kita ulit kaming mga magkakasama sa guest house sa restaurant kung san kami kumain last night. I bet pag may nagpunta dito sa inyo makikita nyo kagad ang restaurant na to dahil sa kanto lang to. Ang Van Vieng kasi prang letter T lang ang kalsada. Lahat ng buhay nandun na. So madali lang lakarin end to end. Pero maulan dito kaya mejo hassle kami. So lunch na *** umali sa resto para puntahan *** TUBING. Wala talaga ko idea kung ano tong tubing na to so sumama lang ako. 40,000Kip ang presyo mejo ok na din. Mas mahal pa yung marijuana na tinira nung ksama namin kagabi. 100,000kip din un. Gusto ko sana magtry kaso may medical ako in the next few weeks eh. Hehehehe.. Sayang. Pero kinunan ko ng picture yung Special Menu tawag nila.. hehehe..Marijuan to the max.. Weed for the white people. Hehehe.. Akala ko naman kung ano yung tubing. Yun pala interior ng gulong ng truck lang na magpapalutang lutang ka sa ilog.. Pero ayos naman yung ilog nila saka walastik ang scenery. Wala ko masabi. Imaginin mo nasa El Nido ka nakikita mo yung mga cliffs ng limestone pero nagpapalutang lutang ka sa ilog na nakasakay sa interior ng gulong. Hehehe. Salababida pala tawag natin dun. Ang nakakatuwa lang habang nagpapalutang lutang ka, hahagisan ka ng kawayan ng mga locals tapos may mga bars sa tabi ng ilog pwede ka magswing pero bibili ka ng isang boteng Beerlao. Hehehe.. Mautak yata ko. Di na ko bumibili swing lang kagad ako. Hehehe.. Saya magswing tapos mahuhulog ka sa ilog. Tapos dadalin ka ng current pero kelangan mo magswim ulit papunta ng pampang kundi yari ka kasi madadala ka ng current. Ayun siguro naka 4 na stop *** sa mga bars tapos may volleyball court pa dun sa isang bar kaya ayun naglaro kami pero sa putikan nga lang. Hehehe.. After ng last bar na pinuntahan namin kung san may pinakamataas na swing nagpalutang na *** papunta sa end ng Tubing. Inabot na *** ng dilim pero pwede ka matulog kasi safe naman *** salbabida. Yun nga lang dapat magising ka sa end ng tubing kundi tuloy tuloy ka sa Mekong river. Hehehehe.. Eto pagod kami, kakaligo lang. Internet na naman. Tapos dinner. Sana maaga ko makatulog kasi pagod eh.. Hayyy. bukas kayak naman. Pero malapit na kami umuwi. Sana pwede pa ko magstay pero ayos lang. Saya naman. Bye...Nahihilo na ko sa mga katabi ko French ng French. Hehehe..",23-Jul-07,cool_egg,0.05,205,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,102,"Hey cool_egg, are you traveling alone and how long is your trip? Please post pictures of Laos when you get back. Have you met any hot Israeli backpackers yet? They seem to be everywhere in SE Asia.",24-Jul-07,heymikey,0.59,"3,342",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,103,"hey mickey! may kasama ko sa pagtravel etong European na kabigan ng bestfriend ko nameet ko sa singapore. kaya siguro malakas din loob ko kasi may kasama ko puti. mas OK kasi mas di maiilang sayo yung ibang travellers na magapproach. i suggest kung gusto nyo maging turista dito sa laos, mag-asta kang turista. magsuot ka ng damit pangturista wag yung maong at tshirt an usually getup ng mga pinoy sa ibang bansa. so pag lalaki tipong sando at boardshorts lang. pag babae paiklian ng damit. hehehe. pero yung mga puti kasi mahilig magsuot ng pantalon na nabibili sa thailand, yung tinutupi. so bahala ka na kung pano ka magmumukhang turista. magdala ka ng bag lagi at shades siguro naman epektib na un. pero kung may kasama kang puti mas madali. so makipagfriends ka sa mga makakasabay mo sa bus, bangka or tour packages. tanong tanong ka lang kung taga san sila, ano trabaho nila. tapos ayun kwento kwento. you'll be surprised na ang age ng mga travellers na andito mga 20-29 years old. i know madami satin mga pinoy sa ganong age di pa halos mahiwalay sa mga magulang pag nagtatravel. yung tipong kelangan pa ng tour packages. hehhee.. basta dala ka lang ng bag with damit, enough cash, passport at Lonely Planet book(eto pala importante para magmukha kang turista) hehehe... Back to my kwento.. kanina nagrent lang kami ng motorbike para puntahan yung mga caves. ayos naman pero parang mga kweba din natin sa pinas. iniisip ko tuloy sus kweba lang dinadayo pa ng mga puti.hehehe. pero astig kasi may mga buddha sa loob. yung sa hulig kweba pinuntahan namin mejo ok. kasi may lagoon na blue ang tubig.ang sarap maligo kasi ang lamig ng tubig. hehehe.. Nkalimutan ko yung tawag sa lugar pero parang sa P nagsisimula eh. ayos *** kweba dun pero 100 meters aakyatin mo bago ka makapasok sa entrance ng cave. hehehe. pababa mas mahirap yung nauuna sakin na babae ang taba nahulog nakakaawa nga kasi nasugatan. pero kasi ang taba nya dapat di na lang sya umakyat alam naman nya mahihirapan sya. papunta sa cave madadaanan mo yung pilapil pero sa di kalayuan makikita mo yung mga formation ng cliffs. yun ang the best sa view. so kung pupunta kayo dito advisable magrent ng motor kasi mura lang. hehehe. mga 40,000kip hanggang 8pm na un. iiwan nyo lang passport nyo tapos pirma ng contracat. ingat lang kasi sagot nyo lahat ng damage pag nasira. ngayon kakaligo ko lang tapos internet na naman para magkwento. bukas punta na *** Vientiane, capital ng Laos. pero konting oras lang kami dun tapos tuloy na Bangkok. kwento na lang ulit ako next time. sa question nga pala ni heymickey.. oo HOT na HOT ang mga Israelis! yung dalawa na naging friend na namin ok naman sila saka mabait. kakatapos lang nila ng military service nila kaya pinayagan sila ng parents nila magtravel. mdami sila dito. minsan di mo akalain israeli kasi ang puputi. so far yung dalawang kasama namin ok na ok. yung isa nga gusto nya pumunta sa pinas. sino gusto magtour sa kanya jan? hehehhe... sabi ko i will hook her up with my friends kung gusto nya pumunta ng manila.so any takers? baka wala kasi ako pinas pag punta nya this august. bye na ulit!",24-Jul-07,cool_egg,0.05,205,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,104,"Medyo off-topic, pero ako lang ba ang nakakapansin na tayong mga Pinoy tourists ay mas 'pihikan' sa ibang mga turista? I mean, kahit galing tayo sa mahirap na bansa, eating beside a kanal is not exactly our cup of tea. Masuka-suka ka siguro non. Pero sige na rin. Pupunta nga ako sa China this October at parang ayaw kong kumain ng mga pagkain nila dahil sa mga naririnig ko sa news. At yuckky rin yung mga flying spit sa Shanghai. Baka tamaan ako. Maliligo ako ng alcohol.",24-Jul-07,laarni,0.29,"1,762",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,105,"Well, not necessarily. I think it depends on the type of traveler a person is. A lot of Western people most likely wouldn't do it although some backpackers and the more adventurous people might. Plus, aside from being ""exotic"" to them, it's also about cost. A lot of these backpackers are in their 20's who are currently unemployed back home and who are traveling for 6 months to 2 years so they are also doing this to stretch their budget further.",25-Jul-07,heymikey,0.59,"3,342","Medyo off-topic, pero ako lang ba ang nakakapansin na tayong mga Pinoy tourists ay mas 'pihikan' sa ibang mga turista? I mean, kahit galing tayo sa mahirap na bansa, eating beside a kanal is not exactly our cup of tea.",laarni,,,
Travel and Leisure,Backpacking in Southeast Asia,,106,"Meron ba ditong nagplaplanong mag-backpack around SEA mainland? Gusto kong pumunta ng Myanmar, Laos, Cambodia, Vietnam, and Thailand. Hindi masyado sa Thailand pero no choice since hub talaga ang BKK. More on land travel pwera lang sa Myanmar kasi kailangan lumipad from BKK to Yangoon. mga 2 months siguro. kung merong nagplaplano ng pareho, message nyo naman ako. lahat ng friends ko eh busy sa work. tapos yung iba naman eh naiintimidate sa ""exotic"" places.",28-Jul-07,acn0236,0.01,43,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,107,do it on your own! mahihirapan ka makahanap nyang 2 months. i suggest magsarili ka. kasi along the way madami ka makikilala. malay mo matagpuan mo pa ang soulmate mo! =) goodluck!,28-Jul-07,cool_egg,0.05,205,"Meron ba ditong nagplaplanong mag-backpack around SEA mainland? Gusto kong pumunta ng Myanmar, Laos, Cambodia, Vietnam, and Thailand. Hindi masyado sa Thailand pero no choice since hub talaga ang BKK. More on land travel pwera lang sa Myanmar kasi kailangan lumipad from BKK to Yangoon. mga 2 months siguro. kung merong nagplaplano ng pareho, message nyo naman ako. lahat ng friends ko eh busy sa work. tapos yung iba naman eh naiintimidate sa ""exotic"" places.",acn0236,,,
Travel and Leisure,Backpacking in Southeast Asia,,108,ay parang gusto ko ren mag SEA backpacking style hehe =),30-Jul-07,Brice,0.03,118,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,109,haha.. sige 1 month na lang. It's gonna be difficult to be alone lalo na when it comes to language barrier. Beijing na nga lang ang hirap na makipagcommunicate. Pal has a promo ngayon 118++ USD for a roundtrip ticket around Asia.,31-Jul-07,acn0236,0.01,43,do it on your own! mahihirapan ka makahanap nyang 2 months. i suggest magsarili ka. kasi along the way madami ka makikilala. malay mo matagpuan mo pa ang soulmate mo! =) goodluck!,cool_egg,,,
Travel and Leisure,Backpacking in Southeast Asia,,110,"Trust me, it is so much easier to get around mainland SE Asia than it is in mainland China. For one thing, the tourist trail is more apparent there than in China so it's much easier to get around. As for the language barrier, it's less of a problem in SE Asia than it is in mainland China. Besides, the language barrier is part of the ""exotic"" experience and you can look at it as part of the adventure. To make you feel better, there are thousands of young people who are barely out of school and can only speak English who backpack around SE Asia alone for several months, some even without a guidebook to help them out with the logistics and they seem to come out of the experience loving it.",31-Jul-07,heymikey,0.59,"3,342",haha.. sige 1 month na lang. It's gonna be difficult to be alone lalo na when it comes to language barrier. Beijing na nga lang ang hirap na makipagcommunicate.,acn0236,,,
