subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,"Baler, Aurora",,224,"sige, update update na lang kung tutuloy kayo para makajoin ok na rin naman ako sa last tour ko eh. surfing lang din habol ko kaya gustong balik balikan and Baler. hehehe.",4-Jun-11,crazyKRIS,0.1,278,"kung naghahanap ka ng mura meron sa baler proper pa trike pa may rolling store iyon tawag nila. carenderia siya pero honestly masarap ang luto. pero kung sa sabang beach kayo, usually ang kainan doon ay sa bay's inn at sa bahia. baka july siguro, pero di na kami magttour since solve na kami sa tour doon. more on surfing nalang at gusto ng mga kasama ko mamaster ang pagsusurf (I wish hehe) lesson learned: pumunta sa pasalubong center ng maaga, 5pm kasi pagdating namin sarado na, sobra enjoy kasi sa balete tree nung pauwi na kami.",adventurousfeet,,,
Travel and Leisure,"Baler, Aurora",,225,di pa medyo malayo nga. siguro kung mahaba haba ang bakasyon,4-Jun-11,adventurousfeet,0.03,75,"have you guys been to casiguran, aurora na? okay ang beach dun super ganda. i think 4 hours away from baler sya. pero rough road yung travel time na yun. i dunno if same pa rin kasi balita ko medyo maayos na sya. check out the casapsapan beach there.",sushisachi,,,
Travel and Leisure,"Baler, Aurora",,226,sureness,4-Jun-11,adventurousfeet,0.03,75,"sige, update update na lang kung tutuloy kayo para makajoin ok na rin naman ako sa last tour ko eh. surfing lang din habol ko kaya gustong balik balikan and Baler. hehehe.",crazyKRIS,,,
Travel and Leisure,"Baler, Aurora",,227,,5-Jun-11,michymichymoo,8.92,"20,973",,,"http://i1237.photobucket.com/albums/ff464/michymichymoo/IMG_0148.jpg,http://i1237.photobucket.com/albums/ff464/michymichymoo/IMG_0148.jpg,http://i1237.photobucket.com/albums/ff464/michymichymoo/IMG_0153.jpg,http://i1237.photobucket.com/albums/ff464/michymichymoo/IMG_0293.jpg",,
Travel and Leisure,"Baler, Aurora",,228,magkakano po ba yung hire ng boat to Dicasalarin Bay??? hihintayin ka ba ng boatman ng unlimited hours?? hehe,5-Jun-11,sigh_hwatalyf,0.3,"1,269",,,,,
Travel and Leisure,"Baler, Aurora",,229,Sino ang provider nyo? And may minimum b n number of pax for the package? tnx... 2300 min of 10 pax?,7-Jun-11,colehusk01,0,10,"Hello, Me and my colleagues are planning a trip for Baler,Aurora on July 15-17, 2011. WE are hoping to complete at least 10 pax, currently we are 7. It will cause 3000/ pax. Though you can opt for a lesser amount since the base pay is 2,300. The difference of 700 is for the surfing. Inclusions: •	private van transfers (Manila—Baler—Manila) •	overnight beachfront lodging (sharing will depend on the number of participants and room availability) •	2 meals •	2 hours of surfing lessons (extra lessons available) •	tour of Baler Church, Quezon Park, Museo de Baler, Pasalubong Center •	travel insurance Itinerary: Itinerary (subject to change): Friday 11:30pm	meet up 12am ETD Manila 2-2:30am	stopover at Cabanatuan Saturday 5:30-6am	ETA Baler; breakfast (check in if rooms are already available) 8am surfing lessons/beach time 11am lunch 12:30pm	check in 2pm surfing lessons/beach time 7pm dinner Sunday 7am breakfast 8am surfing lessons/beach time 11am lunch 12nn checkout 12:30pm	Baler Church, Quezon Park, Museo de Baler, pasalubong center 2pm ETD Baler 5:30pm	dinner at NLEX 9pm ETA Manila If you are interested, let me know. (09175218902-Brent)",brent_diaz,,,
Travel and Leisure,"Baler, Aurora",,230,"San ba mas maganda mag-stay, sa Bahia II or sa Bay's inn?? Anu ba mga advantages, disadvantages, pros, cons sa dalawa?? stron points at weak points? lol I also chanced upon Aliya's in one blog.. how bout that?? hehe",7-Jun-11,jujuju,0.25,760,,,,,
Travel and Leisure,"Baler, Aurora",,231,^^mas mura ang Bay's Inn.,7-Jun-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,232,Meron pang ibang murang resorts pero malayo ng konte sa Bay's Inn at Bahia.,7-Jun-11,michymichymoo,8.92,"20,973","San ba mas maganda mag-stay, sa Bahia II or sa Bay's inn?? Anu ba mga advantages, disadvantages, pros, cons sa dalawa?? stron points at weak points? lol I also chanced upon Aliya's in one blog.. how bout that?? hehe",jujuju,,,
Travel and Leisure,"Baler, Aurora",,233,Well hindi naman sobrang mura ang hinahanap ko na factor.. mostly among the Bahia and Bay's inn and maybe Aliya lang pinagpipiliian.. hehe.. so besides mga mura di lang ako maka decide kaya baka meron pwede mag advice..,7-Jun-11,jujuju,0.25,760,Meron pang ibang murang resorts pero malayo ng konte sa Bay's Inn at Bahia.,michymichymoo,,,
Travel and Leisure,"Baler, Aurora",,234,sorry naman.hahaha,7-Jun-11,michymichymoo,8.92,"20,973",Well hindi naman sobrang mura ang hinahanap ko na factor.. mostly among the Bahia and Bay's inn and maybe Aliya lang pinagpipiliian.. hehe.. so besides mga mura di lang ako maka decide kaya baka meron pwede mag advice..,jujuju,,,
Travel and Leisure,"Baler, Aurora",,235,"bahia - beachfront (pero check mo din kasi may ibang rooms ang bahia na hindi beachfront) i think ok naman dito, isa yata to sa mga magagandang resort doon bay's inn (usually ito talaga top choice kasi may resto sila at dito usually ang mga matao, dami kasi nagsusurf banda dito. masarap naman food dito kami kunain for dinner) aliya (beachfront din. we stayed here, mas peaceful lang sa area na to dahil mas malayo siya sa crowd mga 5minutes walk siguro from bay's inn dadaanan nyo muna yung mga beachfront na lodge bago ka makarating dito and ok din ang place may under construction lang kasi naglalagay ng 2nd floor pero happy naman ako kasi nice din ang place, owner daw nito is relative of the owner ng bahia, breakfast ang available food nila dito)",7-Jun-11,adventurousfeet,0.03,75,sorry naman.hahaha,michymichymoo,,,
Travel and Leisure,"Baler, Aurora",,236,Aliya is owned by one of the Anggara's. balita ko nga sa kanila din ang BAHIA. well territory naman nila ang Aurora. hihi.,11-Jun-11,crazyKRIS,0.1,278,"bahia - beachfront (pero check mo din kasi may ibang rooms ang bahia na hindi beachfront) i think ok naman dito, isa yata to sa mga magagandang resort doon bay's inn (usually ito talaga top choice kasi may resto sila at dito usually ang mga matao, dami kasi nagsusurf banda dito. masarap naman food dito kami kunain for dinner) aliya (beachfront din. we stayed here, mas peaceful lang sa area na to dahil mas malayo siya sa crowd mga 5minutes walk siguro from bay's inn dadaanan nyo muna yung mga beachfront na lodge bago ka makarating dito and ok din ang place may under construction lang kasi naglalagay ng 2nd floor pero happy naman ako kasi nice din ang place, owner daw nito is relative of the owner ng bahia, breakfast ang available food nila dito)",adventurousfeet,,,
Travel and Leisure,"Baler, Aurora",,237,who wants to join Baler 25-26 june... ?,12-Jun-11,colehusk01,0,10,,,,,
Travel and Leisure,"Baler, Aurora",,238,Kumusta panahon dito ngayon?,12-Jun-11,AbulugAdventure,3.63,"20,709",,,,,
Travel and Leisure,"Baler, Aurora",,239,Nung punta namin nung May 27-29 ayos naman. 2 years na daw silang hindi tinatamaan ng bagyo.,12-Jun-11,michymichymoo,8.92,"20,973",,,,,
Travel and Leisure,"Baler, Aurora",June 18-20 2011,240,Hi We are a group of 4 planning to go to baler this long weekend! any joiners!,14-Jun-11,jullienne,0.05,266,,,,,
Travel and Leisure,"Baler, Aurora",,241,"galing kami dito last weekend. ok naman medyo unpredictable yung weather kase nung dumating kame around 9am sobrang lakas ng ulan, pero 12 noon umaraw na so nakapasyal pa kame. ganun din the following day. bahia kame nagstay, ok naman, nagustuhan namin yung room kahit back view tska may wifi kase hehe. ok din yung beach kahit hindi white sand at kahit di kame nagsurf naenjoy naman namin yung waves, nagpatangay tangay na lang kami sa alon all in all sulit naman yung punta namin and i can say na babalik ako ulit dito",14-Jun-11,starsandwaves,0.02,45,,,,,
Travel and Leisure,"Baler, Aurora",,242,^ Hi! How much yung tour nyo?,15-Jun-11,asdfghjk,0.17,517,,,,,
Travel and Leisure,"Baler, Aurora",,243,who wants to join Baler surfing trip on June 25-26... 2700 package.../head tnx,15-Jun-11,colehusk01,0,10,,,,,
Travel and Leisure,"Baler, Aurora",,244,"hello! 500 kasi yung half day. originally, offer nung mga trike drivers 3 spots lang for half day tour. pero dito kami dinala kung tama yung tanda ko kase sila daw yung mgkakaway:ermita hill, bahay ni quezon, islets,sa maliit na falls tsaka dun sa beach na parang picnic zone (sorry di ko kasi tanda yung mga pangalan). naenjoy ko naman yung half day pero sana nagtanong ako kung pwedeng yung other half na lang na kasama yung balete tree at yung mother falls, yun daw kse yung magkakaway. gusto ko pa rin bumalik para mapuntahan yung mga yun. 1k pala yung whole day. lahat na ata ng spots kasama dun.",15-Jun-11,starsandwaves,0.02,45,^ Hi! How much yung tour nyo?,asdfghjk,,,
Travel and Leisure,"Baler, Aurora",,245,malayo kasi ang balete tree at ang ditumabo falls out of way nga daw talaga. parang almost 30-45 minutes din ang trike namin hanggang makarating ng balete tree.,20-Jun-11,adventurousfeet,0.03,75,"hello! 500 kasi yung half day. originally, offer nung mga trike drivers 3 spots lang for half day tour. pero dito kami dinala kung tama yung tanda ko kase sila daw yung mgkakaway:ermita hill, bahay ni quezon, islets,sa maliit na falls tsaka dun sa beach na parang picnic zone (sorry di ko kasi tanda yung mga pangalan). naenjoy ko naman yung half day pero sana nagtanong ako kung pwedeng yung other half na lang na kasama yung balete tree at yung mother falls, yun daw kse yung magkakaway. gusto ko pa rin bumalik para mapuntahan yung mga yun. 1k pala yung whole day. lahat na ata ng spots kasama dun.",starsandwaves,,,
Travel and Leisure,"Baler, Aurora",,246,"my friend and i originally wanted to go to baler this weekend but my officemate cautioned us that since it's our first time to surf, the waves in baler might be too strong for beginners like us.. so we're off to zambales. anyone who wants to join us this weekend (june 25-26) just pm me!",21-Jun-11,starg1rl,0.16,526,,,,,
Travel and Leisure,"Baler, Aurora",,247,"me and some friends went here too same date dumating kami around 3pm with a slight drizzle of Rain pero all in all sarap...climb ermita hill,Diguisit Falls, walked Lukso-Lukso, had pics taken around the Balete tree (no tabaco smoking kapre hehe), ate dinner at Bay's inn and Lunch at Gerry Shan's",23-Jun-11,pbalasid,2.93,"9,766",Hi We are a group of 4 planning to go to baler this long weekend! any joiners!,jullienne,,,
Travel and Leisure,"Baler, Aurora",inquiry,248,HI! do u have the contact number of the trike driver na tour for 300. thanks in advance..,23-Jun-11,bautista.73,0.01,43,"yep nagtour ako trike is 300 php for the whole tour very accomodating mga driver dun, if you're unsure of where to go, they can suggest places. pero a little research won't hurt para may idea ka kung ano yung pupuntahan mo",crazyKRIS,,,
Travel and Leisure,"Baler, Aurora",,249,"im planning to go to baler this weekend, any tips for a solo traveler? TIA",25-Jun-11,Beachy_me,0.14,343,,,,,
Travel and Leisure,"Baler, Aurora",,250,"wala eh. pero kasi, yung driver na yun, nakapila lang sa pilahan ng trike. then i just asked him kung pede magpatour. then we agreed on 300php pero try ko check sa blog ng friend ko if may # sya ng driver dun. i believe he got it for 300php as well",26-Jun-11,crazyKRIS,0.1,278,HI! do u have the contact number of the trike driver na tour for 300. thanks in advance..,bautista.73,,,
Travel and Leisure,"Baler, Aurora",Oct 21 to 23,251,"October 21 to 23 Baler, Aurora Province Baler Bay surfing, Pag-asa SunRise and Sun Set, Diguisit Snorkeling, El Pimitel Water Falls, Aurora Balete and more Joining Fee P 500 for pre reservation for bus and accommodation. And pay only what you want to do according to your physical capacity and pay only what you want to eat according to you budget. Limited to 10pax only. http://www.facebook.com/event.php?eid=249744985051921",15-Jul-11,Lady Violet,0.12,399,,,,,http://www.facebook.com/event.php?eid=249744985051921
Travel and Leisure,"Baler, Aurora",,252,Going here real soon. Will post pics.,24-Aug-11,Verbl Kint,0.98,"5,110",,,,,
Travel and Leisure,"Baler, Aurora",,253,Here's my full account on BALER! Click here >> http://marcopolo.i.ph/blogs/marcopol....php?tag=baler,24-Aug-11,markpaul,4.48,"25,524",,,http://img.photobucket.com/albums/v48/markpaul/SAM_0871.jpg,,
Travel and Leisure,"Baler, Aurora",,254,Signal No.3 sa Aurora province!!,26-Aug-11,Verbl Kint,0.98,"5,110",,,,,
Travel and Leisure,"Baler, Aurora",,255,^^wala iyan. actually mas gusto ng mga turista may bagyo sa aurora para mas mataas ang alon pang surfing.,26-Aug-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,256,agree pero sana lang yung mga locals dun hindi sana nasira yung mga bahay nila.,30-Sep-11,girl_interrupted,0.03,73,^^wala iyan. actually mas gusto ng mga turista may bagyo sa aurora para mas mataas ang alon pang surfing.,purpleheadd07,,,
Travel and Leisure,"Baler, Aurora",,257,how much po rates sa bay's-inn for an overnight stay?,3-Oct-11,ash54,0.03,77,,,,,
Travel and Leisure,"Baler, Aurora",,258,Who wants to join Baler Trip Nov.18 (midnight) - Nov.20? 3K...tnx,19-Oct-11,colehusk01,0,10,,,,,
Travel and Leisure,"Baler, Aurora",baler trip sept 12-14,259,baler sunrise dost weather station dicasalarin cove view from PAGASA weather station ermita park mural caunayan falls biggest balete tree in asia?,20-Oct-11,ronlime_12,2.13,"5,791",,,"http://a2.sphotos.ak.fbcdn.net/hphotos-ak-ash4/310745_10150325642399561_709229560_7768716_1720504823_n.jpg,http://a1.sphotos.ak.fbcdn.net/hphotos-ak-ash4/312406_10150325643324561_709229560_7768725_1319469385_n.jpg,http://a5.sphotos.ak.fbcdn.net/hphotos-ak-snc7/296314_10150325644034561_709229560_7768738_1335361785_n.jpg,http://a5.sphotos.ak.fbcdn.net/hphotos-ak-ash4/300524_10150325645194561_709229560_7768771_1019296707_n.jpg,http://a6.sphotos.ak.fbcdn.net/hphotos-ak-ash4/300084_10150325646189561_709229560_7768794_2141296210_n.jpg,http://a4.sphotos.ak.fbcdn.net/hphotos-ak-ash4/309849_10150325647184561_709229560_7768807_658901592_n.jpg,http://a6.sphotos.ak.fbcdn.net/hphotos-ak-ash4/317231_10150325648029561_709229560_7768819_1705316059_n.jpg,http://a2.sphotos.ak.fbcdn.net/hphotos-ak-snc7/308051_10150325648489561_709229560_7768827_1653566391_n.jpg",,
Travel and Leisure,"Baler, Aurora",,260,Magpapaka Blue Crush this coming Nov 26 to 28. I love Baler!,31-Oct-11,shyneakspeak,0.22,657,,,,,
Travel and Leisure,"Baler, Aurora",,261,From last night:,31-Oct-11,Verbl Kint,0.98,"5,110",,,http://i.imgur.com/Trr7e.jpg,,
Travel and Leisure,"Baler, Aurora",,262,Planning to go to Baler on the 3rd week of January 2012. Who will be there at that time?,12-Dec-11,jssica_wabbit,1.09,"2,594",,,,,
Travel and Leisure,"Baler, Aurora",,263,"Surfing BALER on January 21-23 / 3,500 per pax 3d2n check the details here: http://www.pinoyexchange.com/forums/...6#post60139946",15-Dec-11,hartbitz,0.11,251,,,,,http://www.pinoyexchange.com/forums/showthread.php?p=60139946#post60139946
Travel and Leisure,"Baler, Aurora",,264,Plano naming magbabarkada pumunta dito sa summer. Ask ko lang kung may mga place ba dito na pwede kaming mag- inuman? May mga cottage/ kubo for rent ba dito malapit sa Sabang Beach? TIA.,30-Dec-11,ricin,0.23,716,,,,,
Travel and Leisure,"Baler, Aurora",,265,saan maganda at mura magstay dito para sa group of 10-12? TIA,5-Jan-12,project_ichigo,2.19,"6,447",,,,,
Travel and Leisure,"Baler, Aurora",,266,"Surfing BALER on January 21-23 / 3,500 per pax 3d2n minimum 10 pax check the details here: http://www.pinoyexchange.com/forums/...6#post60139946",5-Jan-12,hartbitz,0.11,251,,,,,http://www.pinoyexchange.com/forums/...6#post60139946
Travel and Leisure,"Baler, Aurora",,267,ask ko lang kung may Hot spring ba sa baler?,10-Jan-12,nienie,0.09,212,,,,,
Travel and Leisure,"Baler, Aurora",,268,Went to Baler last weekend. Posting so you guys could have an idea of how much it costed us and more. http://purple-peaches.blogspot.com/2...-of-baler.html,1-Mar-12,tiffz26,0.14,475,,,,,http://purple-peaches.blogspot.com/2012/03/24-hours-of-baler.html
Travel and Leisure,"Baler, Aurora",,269,"will go there this weekend, halos fully booked nga lang yung mga sikat na resorts. good luck samin. haha btw, nagtaas na ang joybus. P695 na.",1-Mar-12,riandrew,0.55,"1,747",,,,,
Travel and Leisure,"Baler, Aurora",,270,"chyng, try mo sa kahea's lodge or little girls (doesn't sound right lolz). i was able to reserve with them thru text lang",1-Mar-12,phil_trophy,0.2,566,,,,,
Travel and Leisure,"Baler, Aurora",,271,"^ tinawagan namin yan, fully booked na din. toinks! may nahanap kami, AMCO. hindi yata beachfront pero sana ubra na din basta may matulugan nalang.",1-Mar-12,riandrew,0.55,"1,747",,,,,
Travel and Leisure,"Baler, Aurora",,272,"we are 8 pax pumunta last year. may nakuha kami beachfront mismo ng sabang beach, mura pa ... pati van roundtrip to mla dun din ako kumuha ... http://www.theviewingdeck.com/2011/0...last-part.html",1-Mar-12,granslime_28,0.99,"2,736",saan maganda at mura magstay dito para sa group of 10-12? TIA,project_ichigo,,,http://www.theviewingdeck.com/2011/05/nature-waving-aurora-province-last-part.html
Travel and Leisure,"Baler, Aurora",,273,how much ang kuha niyo sa accommodation? a hotel or a villa?,1-Mar-12,Alfonso209,3.3,"9,106","we are 8 pax pumunta last year. may nakuha kami beachfront mismo ng sabang beach, mura pa ... pati van roundtrip to mla dun din ako kumuha ... http://www.theviewingdeck.com/2011/0...last-part.html",granslime_28,,,
Travel and Leisure,"Baler, Aurora",,274,"room lang sya, sama-sama na kaming 8 pax, 2D/1N kasama na roundtrip van to mla, 1-dinner, 2-lunch and 2-days aurora tour at php1,800 per pax ... (wala talagang ini-offer na ganito, negotiated ko lang) surfing fee is exclusive pa dun ...",2-Mar-12,granslime_28,0.99,"2,736",how much ang kuha niyo sa accommodation? a hotel or a villa?,Alfonso209,,,
Travel and Leisure,"Baler, Aurora",,275,anyone knows kung gaano katagal travel time from aurora baler to casiguran casapsapan beach? sabi may mga vans going there..thanks!,11-Mar-12,wazz_up,0.12,527,,,,,
Travel and Leisure,"Baler, Aurora",,276,cubao-baler-cubao without stopovers P350/hour Bay Inn's refreshing trail to mother falls Ditumabo Falls largest balete tree surf and trek in BALER,12-Mar-12,riandrew,0.55,"1,747",,,"http://farm8.staticflickr.com/7190/6975157809_6198739227_z.jpg,http://farm8.staticflickr.com/7060/6975166593_ac90979af3_z.jpg,http://farm8.staticflickr.com/7210/6975202893_f215dc98f5_z.jpg,http://farm8.staticflickr.com/7066/6829049140_b4a15e895d_z.jpg,http://farm8.staticflickr.com/7059/6975177743_2602012c30_z.jpg,http://farm8.staticflickr.com/7189/6829054390_1e41cd64b2.jpg",,http://www.chyngreyes.com/2012/03/surf-trek-swim-baler.html
Travel and Leisure,"Baler, Aurora",,277,expenses pa pala.. http://www.chyngreyes.com/2012/03/su...wim-baler.html,12-Mar-12,riandrew,0.55,"1,747",,,http://farm8.staticflickr.com/7063/6829367190_8b5e9bb2ff.jpg,,http://www.chyngreyes.com/2012/03/surf-trek-swim-baler.html
Travel and Leisure,"Baler, Aurora",,278,We're planning to go to baler this holyweek. Sayang fully booked na ang bay's inn. Meron pa bang resort sa baler na nasa beach front na mura? Much appreciated kung may contact number kayo. Hehe,21-Mar-12,mondski26,0.01,31,,,,,
Travel and Leisure,"Baler, Aurora",,279,mura lang pala sa baler,21-Mar-12,Mr_voltare,0.63,"1,522",,,,,
Travel and Leisure,"Baler, Aurora",,280,Meron bang pupunta sa Baler dito sa Holy Week?,22-Mar-12,marxtermind,0.1,398,,,,,
Travel and Leisure,"Baler, Aurora",,281,You may contact 09197183693 or 09081517697 for tricycle tour service.,23-Mar-12,aslowruler,1.27,"3,619",,,,,
Travel and Leisure,"Baler, Aurora",,282,Saan sa baler may wifi?,24-Mar-12,lady_joelle,0.61,"1,450",,,,,
Travel and Leisure,"Baler, Aurora",,283,"sir, punta ka dito sa holly week?",24-Mar-12,Mr_voltare,0.63,"1,522",Meron bang pupunta sa Baler dito sa Holy Week?,marxtermind,,,
Travel and Leisure,"Baler, Aurora",,284,"almost every resort may wifi! we stayed at AMCO . non-beachfront and not fabuloush at all, pero malakas ang wifi. http://www.chyngreyes.com/2012/03/su...wim-baler.html",24-Mar-12,riandrew,0.55,"1,747",Saan sa baler may wifi?,lady_joelle,http://farm8.staticflickr.com/7195/6975159385_91ea353767_z.jpg,,"http://www.chyngreyes.com/2012/03/surf-trek-swim-baler.html,http://www.chyngreyes.com/2012/03/surf-trek-swim-baler.html"
Travel and Leisure,"Baler, Aurora",,285,"jeez, fully booked na ang bahia at AMCO, so as bay's inn. san pa kaya meron?",24-Mar-12,mondski26,0.01,31,,,,,
Travel and Leisure,"Baler, Aurora",,286,"Yes, April 6 to 8! Mukhang madaming magba-Baler this holy week fully book na lahat. Sa town proper na lang kami magsstay!",25-Mar-12,marxtermind,0.1,398,"sir, punta ka dito sa holly week?",Mr_voltare,,,
Travel and Leisure,"Baler, Aurora",,287,"^ kasama mo sina carla at donnie? ay wait, nasa apo reef pala kami ni donnie ng apr6-9",25-Mar-12,riandrew,0.55,"1,747",,,,,
Travel and Leisure,"Baler, Aurora",,288,thanks sa info. makapag back read nga dito.,25-Mar-12,lady_joelle,0.61,"1,450","almost every resort may wifi! we stayed at AMCO . non-beachfront and not fabuloush at all, pero malakas ang wifi. http://farm8.staticflickr.com/7195/6...ea353767_z.jpg http://www.chyngreyes.com/2012/03/su...wim-baler.html",riandrew,,,
Travel and Leisure,"Baler, Aurora",,289,The week after pa kami nila Carla! Hehehe! =),26-Mar-12,marxtermind,0.1,398,"^ kasama mo sina carla at donnie? ay wait, nasa apo reef pala kami ni donnie ng apr6-9",riandrew,,,
Travel and Leisure,"Baler, Aurora",,290,Hi! Does anyone here know where we can rent a van going to Baler this Holy week? April 5 to April 8. TIA.,30-Mar-12,jullienne,0.05,266,,,,,
Travel and Leisure,"Baler, Aurora",,291,"Maganda ang panahon ngayon dito sa Baler, Andito kami ngayon sa Bahia naka check in until April 4.",3-Apr-12,rocketeer913,0.03,105,,,,,
Travel and Leisure,"Baler, Aurora",,292,@rocketeer913 ok ba waves for surfing?,4-Apr-12,camron,0.04,200,,,,,
Travel and Leisure,"Baler, Aurora",,293,"Ok naman ang waves ganda ng panahon, 5 Days daw nag uulan dito bago kami dumating... last day today....",5-Apr-12,rocketeer913,0.03,105,@rocketeer913 ok ba waves for surfing?,camron,,,
Travel and Leisure,"Baler, Aurora",,294,Sino nasa Baler ngayon? Bukas andiyan kami till saturday afternoon di ko pa alam san ako matutulog hahaha!,5-Apr-12,minuj23,0.18,470,,,,,
Travel and Leisure,"Baler, Aurora",cheap accommodation in Baler Aurora: KL JAVERS Homestay,295,"kauuwi lang namin galing sa BALER. pahirapan sa paghanap ng Matutuluyan.Buti nalang me na-mention yung isang blogger kong kilala. Tuloy ang ligaya.We stayed in a homestay. KL JAVERS Homestay Gloria Street Baler Contact Kuya Vincent -0908.341.8527 ilang kembot lang yan mula sa CENTRAL TERMINAL sa bayan.the best sa location. 1,200 lang ang a/c room nila good for 4pax na yun",10-Apr-12,astigTALAGA,0,10,,,,,
Travel and Leisure,"Baler, Aurora",,296,"I still have a lot of things I wanna write concerning my trips prior to Aurora but I wanna do this one first as I know that there will be so many people who will heeding to Baler and I don't want them to experience the same inconvenience I encountered booking for a place to stay. Our trip was last weekend, yeah, April 6-8 and it was HOLY WEEK in the Philippines so looking for an accommodation was indeed a pain in the neck.I texted so many resorts along Sabang Beach two weeks before our scheduled tour but to no avail.Some even replied that they are already fully booked for the entire month of April. That's good because it means tourism in Aurora is really picking up. But that meant bad news for me and my friends who have been dying to try surfing and whose vacation is pegged at local holidays. Good thing I didn't give up, until I saw one discussion over Pinoy Exchange where a fellow travel blogger, Marx of http://www.marxtermind.com/ posted something on the topic.I immediately contacted Marx and I was relieved when i learned that the place he found also online has another room available. It was more of a desperate move in my case. Bawal na ang choosy. What I am saying is, I usually google for the place and try to inspect the photos before I decide, but on this occasion, I just texted the owner, Mr Vincent and the rest is up to faith. I couldn't even remember the name of the place. But after staying there for 3days,2nights, how can I ever forget KL JAVERS Homestay in Baler Aurora....... First of all, I thought we are going to end up in a rundown accommodation. But KL JAVERS Homestay is far far far from my expectations.I was very happy to learn that this nice place only costs 1,200php per night for a room for 4pax. And there were six (6) of us and we only paid 100 per pax for the two extra persons. That's for an airconditioned room take note. http://www.pusangkalye.net/2012/04/c...aurora-kl.html",10-Apr-12,astigTALAGA,0,10,,,,,"http://www.marxtermind.com/,http://www.pusangkalye.net/2012/04/cheap-accommodation-in-baler-aurora-kl.html"
Travel and Leisure,"Baler, Aurora",,297,KL JAVERS Homestay Gloria Street Baler Contact Kuya Vincent -0908.341.8527,10-Apr-12,astigTALAGA,0,10,,,"http://farm8.staticflickr.com/7210/7062710773_8320c5a1c5.jpg,http://farm6.staticflickr.com/5234/7062710777_ac4846ce6d.jpg,http://farm8.staticflickr.com/7229/7061024871_281b9292bd.jpg,http://farm8.staticflickr.com/7232/7061183533_31b9927c6f.jpg,http://farm6.staticflickr.com/5159/7060855945_8429c8ef01.jpg,http://farm8.staticflickr.com/7056/7061195151_cf02ab4303.jpg",,
Travel and Leisure,"Baler, Aurora",,298,"^ huh? iba na username mo dito sa PEX, anton?",11-Apr-12,riandrew,0.55,"1,747",,,,,
Travel and Leisure,"Baler, Aurora",,299,"Hi guys, i will be going to baler on may 19 and 20 with my friend. yes, dalawa lang kami. meron po ba cheap check inns/transient houses na beachfront? and ano ano ba places to visit here? di ko pa nacheck other blogs din kasi. please help. TY.",24-Apr-12,user100,0.02,38,,,,,
Travel and Leisure,"Baler, Aurora",,300,"the balete park and the ditumabo falls are a must.. http://www.limbonis.info/2012/04/bal...-5-missed.html camp nalang kayo... dun sa kung saan kami nagresort, may 600 na kubo for two. may sarili cr and sink pa...",24-Apr-12,jibmaxatnewroad,0.15,329,,,,,http://www.limbonis.info/2012/04/balete-park-after-2-months-and-5-missed.html
Travel and Leisure,"Baler, Aurora",,301,"Guys, we are planning to drive to Baler this weekend. Ok lang ba mag drive going to Baler? Ilang oras from Cabanatuan? Is it safe to drive small or MPV's going through the zigzag roads? Uwian lang kami. Need advice asap! Thanks!",1-May-12,fossil7,0.28,"1,789",,,,,
Travel and Leisure,"Baler, Aurora",,302,"Experience Home Stay in Baler, Aurora A safe and comfortable stay indeed. It feels like home. Read the story at: http://www.marxtermind.com/2012/05/e...-in-baler.html",21-May-12,marxtermind,0.1,398,,,http://farm6.staticflickr.com/5341/7223167044_d2042b73b4_z.jpg,,http://www.marxtermind.com/2012/05/experience-home-stay-in-baler.html
Travel and Leisure,"Baler, Aurora",,303,"Surf's Up! Check out my first surfing experience in Sabang Beach, Baler. Read the story at http://www.marxtermind.com/2012/05/surfing-baler.html",22-May-12,marxtermind,0.1,398,,,http://farm8.staticflickr.com/7085/7243108836_b749925fc8_z.jpg,,http://www.marxtermind.com/2012/05/surfing-baler.html
Travel and Leisure,"Baler, Aurora",,304,ok naman... just doublecheck your brakes. tas... uwian? ahmmm... ewan! hehe,22-May-12,jibmaxatnewroad,0.15,329,"Guys, we are planning to drive to Baler this weekend. Ok lang ba mag drive going to Baler? Ilang oras from Cabanatuan? Is it safe to drive small or MPV's going through the zigzag roads? Uwian lang kami. Need advice asap! Thanks!",fossil7,,,
Travel and Leisure,"Baler, Aurora",,305,"tanong lang... paano sumagot ng telepono ang mga taga baler? haller? (pasensya na, wala lang magawa )",22-May-12,istarbaks,0.87,"4,842",,,,,
Travel and Leisure,"Baler, Aurora",,306,^ keber!,22-May-12,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,307,gusto kong pumunta sa Baler. Gusto ko mag surf. Sana merong mag organize dito ng trip.,22-May-12,redshirt07,1.96,"7,214",,,,,
Travel and Leisure,"Baler, Aurora",,308,hehehe... meron ba dito punta sa baler? pwede mkisingit? hehehe... sana may magorganize ng trip para makasama... gusto ko maexperience ang surfing dito hehehe..,23-May-12,PACORAVAN,0.19,505,,,,,
